date,source,source_lat,source_lng,target,target_lat,target_lng,price_differential,source_price,target_price,flow_weight
2023-11-01,amran,1731425.0945279438,386679.5361423165,hajjah,1735805.5042575903,351073.2264011586,0.6962350241190469,4.894596752380953,5.5908317765,0.6962350241190469
2023-11-01,amran,1731425.0945279438,386679.5361423165,amanat al asimah,1696998.714254215,413747.54216314765,2.556893111119046,4.894596752380953,7.451489863499999,2.556893111119046
2023-11-01,amran,1731425.0945279438,386679.5361423165,sana'a,1683424.5251799258,444268.5254077898,0.2639418323809517,4.894596752380953,5.158538584761905,0.2639418323809517
2023-11-01,amran,1731425.0945279438,386679.5361423165,al jawf,1787696.8583625571,476286.69293194957,1.3955782346190473,4.894596752380953,6.290174987,1.3955782346190473
2023-11-01,dhamar,1607976.2967569984,434812.9555183367,ibb,1545240.393413971,411980.9012852698,0.30063142216666705,5.019841843333333,5.3204732655,0.30063142216666705
2023-11-01,dhamar,1607976.2967569984,434812.9555183367,sana'a,1683424.5251799258,444268.5254077898,0.13869674142857136,5.019841843333333,5.158538584761905,0.13869674142857136
2023-11-01,dhamar,1607976.2967569984,434812.9555183367,raymah,1626148.635239956,349117.30304702686,0.5005516328571424,5.019841843333333,5.520393476190476,0.5005516328571424
2023-11-01,dhamar,1607976.2967569984,434812.9555183367,amanat al asimah,1696998.714254215,413747.54216314765,2.4316480201666657,5.019841843333333,7.451489863499999,2.4316480201666657
2023-11-01,dhamar,1607976.2967569984,434812.9555183367,al dhale'e,1514911.5982678996,470879.9633936708,7.088329111666667,5.019841843333333,12.108170955,7.088329111666667
2023-11-01,hadramaut,1688561.031182205,925529.1179596668,shabwah,1607083.403143805,699110.4581984302,0.48715226185714133,8.401976302857141,7.914824041,0.48715226185714133
2023-11-01,hadramaut,1688561.031182205,925529.1179596668,al maharah,1805664.967681152,1269216.867839362,2.794092473984964,8.401976302857141,11.196068776842106,2.794092473984964
2023-11-01,hadramaut,1688561.031182205,925529.1179596668,al bayda,1545869.2668154777,562191.4482966167,2.579516808357141,8.401976302857141,5.8224594945,2.579516808357141
2023-11-01,hadramaut,1688561.031182205,925529.1179596668,marib,1709755.4170365373,535024.7951991099,2.791159715642859,8.401976302857141,11.1931360185,2.791159715642859
